Data/Hora;Dia;Mês;Ano;Data;Hora;Baixa Tensão (kWh);Média Tensão (kWh);Alta Tensão (kWh);Muito Alta Tensão (kWh);Total (kWh)
2024-10-08T00:45:00+01:00;08;10;2024;2024-10-08;00:45;574240.567784;433874.8919;211950.6224;100792.8398;1320858.9218839998
2024-02-22T02:15:00+00:00;22;02;2024;2024-02-22;02:15;554747.723716;393206.0349;203634.418;67426.0383;1219014.214916
2024-10-08T23:00:00+01:00;08;10;2024;2024-10-08;23:00;769265.545454;476208.7279;209823.8611;77316.3351;1532614.469554
2024-02-22T02:30:00+00:00;22;02;2024;2024-02-22;02:30;549067.748757;390805.4238;204922.4754;70928.9232;1215724.571157
2024-10-09T01:45:00+01:00;09;10;2024;2024-10-09;01:45;537950.710651;425097.8952;203202.0631;71379.0067;1237629.675651
2024-02-23T01:15:00+00:00;23;02;2024;2024-02-23;01:15;646342.345714;407975.9544;216330.9389;89261.3992;1359910.638214
2024-10-10T13:30:00+01:00;10;10;2024;2024-10-10;13:30;704310.920633;533453.3191;188085.9246;68828.5053;1494678.669633
2024-02-23T14:45:00+00:00;23;02;2024;2024-02-23;14:45;884821.115228;593738.2592;215961.5436;87578.2022;1782099.1202279998
2024-10-13T11:30:00+01:00;13;10;2024;2024-10-13;11:30;704885.715264;289499.8991;162517.0156;91444.7931;1248347.423064
2024-02-24T16:00:00+00:00;24;02;2024;2024-02-24;16:00;882204.290832;336918.9993;195238.4277;74820.6518;1489182.369632
2024-10-15T13:00:00+01:00;15;10;2024;2024-10-15;13:00;781085.473369;588352.4381;195736.3311;92088.7299;1657262.972469
2024-02-25T15:45:00+00:00;25;02;2024;2024-02-25;15:45;902292.457203;309268.3713;194315.0639;70802.9041;1476678.796503
2024-10-15T20:15:00+01:00;15;10;2024;2024-10-15;20:15;1020239.053828;550947.817;213504.585;73097.4573;1857788.9131279998
2024-02-27T01:30:00+00:00;27;02;2024;2024-02-27;01:30;661424.055641;403086.2928;211948.3476;82258.2562;1358716.952241
2024-10-17T03:00:00+01:00;17;10;2024;2024-10-17;03:00;465409.97928;402653.1427;207635.3728;87716.5444;1163415.03918
2024-02-28T19:45:00+00:00;28;02;2024;2024-02-28;19:45;1264866.483611;536774.2865;232980.0687;46866.3461;2081487.184911
2024-10-17T09:30:00+01:00;17;10;2024;2024-10-17;09:30;710044.551727;641302.5021;198045.6268;51857.553;1601250.2336270001
2024-02-29T07:30:00+00:00;29;02;2024;2024-02-29;07:30;748941.527151;507240.9709;230230.102;74728.0981;1561140.698151
2024-10-23T21:45:00+01:00;23;10;2024;2024-10-23;21:45;835880.183769;514249.0496;221583.5334;94187.547;1665900.3137690001
2024-03-02T00:30:00+00:00;02;03;2024;2024-03-02;00:30;809470.964604;382220.1532;214498.2034;85563.9758;1491753.2970039998
2024-10-24T10:00:00+01:00;24;10;2024;2024-10-24;10:00;707368.393397;631555.5635;213918.8307;70078.8004;1622921.5879970002
2024-03-02T14:15:00+00:00;02;03;2024;2024-03-02;14:15;1024745.682775;341720.4487;209476.9206;86605.104;1662548.156075
2024-10-25T11:45:00+01:00;25;10;2024;2024-10-25;11:45;746490.098528;590026.1523;207422.2172;42683.4404;1586621.9084279998
2024-03-02T21:45:00+00:00;02;03;2024;2024-03-02;21:45;1141621.827253;333125.1114;201201.4098;90423.8959;1766372.244353
2024-10-25T23:15:00+01:00;25;10;2024;2024-10-25;23:15;710717.857356;424593.5066;213443.524;85567.7034;1434322.591356
2024-03-04T23:30:00+00:00;04;03;2024;2024-03-04;23:30;912152.921339;438774.6851;195537.1307;92843.4044;1639308.141539
2024-10-27T06:45:00+00:00;27;10;2024;2024-10-27;06:45;493553.640148;276404.5862;204151.9668;83753.8494;1057864.0425479999
2024-03-06T02:15:00+00:00;06;03;2024;2024-03-06;02:15;627178.961257;400980.6733;195936.7964;81101.0905;1305197.521457
2024-10-29T02:00:00+00:00;29;10;2024;2024-10-29;02:00;486790.301997;399195.5226;219125.3309;86897.3822;1192008.537697
2024-03-07T02:45:00+00:00;07;03;2024;2024-03-07;02:45;618099.964241;397618.5942;186845.4804;63250.4986;1265814.537441
2024-10-29T03:00:00+00:00;29;10;2024;2024-10-29;03:00;463930.652549;393207.2211;218630.3556;75000.5662;1150768.795449
2024-03-07T05:00:00+00:00;07;03;2024;2024-03-07;05:00;586175.854721;392626.2349;187843.2966;71643.3898;1238288.776021
2024-10-29T11:00:00+00:00;29;10;2024;2024-10-29;11:00;714200.059514;591409.7641;213584.108;65506.5409;1584700.4725139998
2024-03-08T22:30:00+00:00;08;03;2024;2024-03-08;22:30;1124719.881461;446159.8767;214040.4745;61540.1432;1846460.375861
2024-10-30T20:45:00+00:00;30;10;2024;2024-10-30;20:45;966309.885058;521513.6218;224970.4928;48531.5613;1761325.5609580001
2024-03-10T10:00:00+00:00;10;03;2024;2024-03-10;10:00;867472.082258;279619.9248;182456.5115;78221.7365;1407770.2550579999
2024-11-01T02:30:00+00:00;01;11;2024;2024-11-01;02:30;517555.191015;356460.1264;205230.1241;92654.7735;1171900.2150149997
2024-03-10T13:30:00+00:00;10;03;2024;2024-03-10;13:30;986943.509414;277984.462;182361.8668;79587.9002;1526877.738414
2024-11-05T07:15:00+00:00;05;11;2024;2024-11-05;07:15;580112.867159;502178.6564;215683.1863;71107.2267;1369081.9365589998
2024-03-17T15:45:00+00:00;17;03;2024;2024-03-17;15:45;625585.626742;278385.5361;186097.5513;93145.1664;1183213.880542
2024-11-05T18:30:00+00:00;05;11;2024;2024-11-05;18:30;957831.319797;599702.9568;229486.7836;45440.4856;1832461.5457970002
2024-03-18T00:15:00+00:00;18;03;2024;2024-03-18;00:15;650973.905585;302428.1065;201380.4257;85390.7929;1240173.2306849998
2024-11-08T09:30:00+00:00;08;11;2024;2024-11-08;09:30;749723.278402;659141.63;225931.2556;45058.0799;1679854.2439020001
2024-03-19T08:45:00+00:00;19;03;2024;2024-03-19;08:45;715820.077029;600079.2172;228666.576;72109.1075;1616674.9777289997
2024-11-08T20:45:00+00:00;08;11;2024;2024-11-08;20:45;937998.903023;515311.2058;229008.2236;49398.9326;1731717.2650229998
2024-03-19T13:15:00+00:00;19;03;2024;2024-03-19;13:15;747434.923866;527259.5901;212384.2571;86490.5151;1573569.2861660002
2024-11-09T15:00:00+00:00;09;11;2024;2024-11-09;15:00;691296.560194;338150.4725;189744.3214;103440.0196;1322631.373694
2024-03-20T16:15:00+00:00;20;03;2024;2024-03-20;16:15;681519.218281;577476.0744;201663.8231;62415.8617;1523074.9774810001
2024-11-09T15:15:00+00:00;09;11;2024;2024-11-09;15:15;686727.534429;343457.2663;191282.6002;87761.5451;1309228.946029
2024-03-20T21:15:00+00:00;20;03;2024;2024-03-20;21:15;1012303.422032;502695.1103;214782.9495;61855.5439;1791637.025732
2024-11-10T01:00:00+00:00;10;11;2024;2024-11-10;01:00;563824.395399;292671.3832;201226.6165;93111.8824;1150834.277499
2024-03-21T06:45:00+00:00;21;03;2024;2024-03-21;06:45;544428.070579;453467.69;216648.0661;94888.4213;1309432.247979
2024-11-10T08:45:00+00:00;10;11;2024;2024-11-10;08:45;563999.055734;293129.1923;188832.2579;94025.7376;1139986.2435340001
2024-03-23T18:45:00+00:00;23;03;2024;2024-03-23;18:45;803052.583882;367350.3682;198080.7583;90396.2603;1458879.970682
2024-11-10T10:45:00+00:00;10;11;2024;2024-11-10;10:45;729243.50598;287888.3866;182406.9956;92395.6992;1291934.58738
2024-03-26T15:45:00+00:00;26;03;2024;2024-03-26;15:45;884536.683501;633940.3179;211499.6172;82379.658;1812356.2766010002
2024-11-11T06:15:00+00:00;11;11;2024;2024-11-11;06:15;492771.514448;383404.7329;217712.6008;70392.7168;1164281.564948
2024-03-28T11:15:00+00:00;28;03;2024;2024-03-28;11:15;960445.228779;636256.4268;206347.4989;67864.0633;1870913.217779
2024-11-11T19:15:00+00:00;11;11;2024;2024-11-11;19:15;1011688.576947;559905.2298;234384.7054;62374.6577;1868353.1698470002
2024-03-29T01:15:00+00:00;29;03;2024;2024-03-29;01:15;692302.621865;359359.9924;205037.507;74986.1137;1331686.234965
2024-11-13T11:00:00+00:00;13;11;2024;2024-11-13;11:00;727010.062093;582064.6211;202178.1939;66878.863;1578131.740093
2024-03-30T08:15:00+00:00;30;03;2024;2024-03-30;08:15;659039.927016;303697.7107;177213.0104;74870.8277;1214821.475816
2024-11-13T16:45:00+00:00;13;11;2024;2024-11-13;16:45;808170.577151;676235.0137;229219.9004;68271.4515;1781896.942751
2024-03-31T06:30:00+01:00;31;03;2024;2024-03-31;06:30;587981.423273;255052.2427;168703.7212;31913.6258;1043651.0129730001
2024-11-13T22:30:00+00:00;13;11;2024;2024-11-13;22:30;888825.638623;474592.7801;227856.2594;94528.3779;1685803.056023
2024-03-31T18:30:00+01:00;31;03;2024;2024-03-31;18:30;780560.033169;240474.4221;170248.5038;33814.3191;1225097.2781689998
2024-11-14T13:45:00+00:00;14;11;2024;2024-11-14;13:45;882160.56755;644412.1143;228036.9417;72806.9203;1827416.54385
2024-04-01T05:30:00+01:00;01;04;2024;2024-04-01;05:30;573150.95488;269656.3617;158212.5023;82663.6802;1083683.49908
2024-11-15T09:30:00+00:00;15;11;2024;2024-11-15;09:30;822585.045885;673029.6086;224475.5176;56554.2954;1776644.467485
2024-04-04T23:30:00+01:00;04;04;2024;2024-04-04;23:30;817489.102256;434651.565;213426.7353;87530.8494;1553098.251956
2024-11-15T13:15:00+00:00;15;11;2024;2024-11-15;13:15;892752.268933;602362.9714;219446.1578;48817.3489;1763378.7470330002
2024-04-05T08:15:00+01:00;05;04;2024;2024-04-05;08:15;700748.095017;572798.3049;215483.1098;72948.2485;1561977.758217
2024-11-16T10:45:00+00:00;16;11;2024;2024-11-16;10:45;794401.921264;364897.3205;179824.1058;94768.5519;1433891.899464
2024-04-06T04:15:00+01:00;06;04;2024;2024-04-06;04:15;504040.184871;345841.4599;199218.9619;84655.1571;1133755.7637709999
2024-11-18T13:00:00+00:00;18;11;2024;2024-11-18;13:00;772878.880522;520755.007;208871.629;49325.5361;1551831.0526219998
2024-04-07T09:00:00+01:00;07;04;2024;2024-04-07;09:00;589945.69327;280681.6034;185884.1353;83961.3046;1140472.73657
2024-11-18T16:00:00+00:00;18;11;2024;2024-11-18;16:00;731675.15289;665380.7213;223236.4798;53278.918;1673571.27199
2024-04-07T19:00:00+01:00;07;04;2024;2024-04-07;19:00;772933.728557;306612.9078;187156.8795;87941.9875;1354645.5033570002
2024-11-19T23:30:00+00:00;19;11;2024;2024-11-19;23:30;740341.799126;447278.3729;210321.2599;89028.9225;1486970.354426
2024-04-08T01:00:00+01:00;08;04;2024;2024-04-08;01:00;597949.168525;304930.423;188441.8136;77858.8598;1169180.264925
2024-11-20T04:00:00+00:00;20;11;2024;2024-11-20;04:00;489214.411383;398368.2389;212099.7404;92304.8111;1191987.201783
2024-04-08T17:30:00+01:00;08;04;2024;2024-04-08;17:30;700454.683912;518832.6289;198109.0948;68691.3451;1486087.7527120002
2024-11-21T00:30:00+00:00;21;11;2024;2024-11-21;00:30;638017.972078;428628.1094;224966.4154;83468.7564;1375081.253278
2024-04-08T19:45:00+01:00;08;04;2024;2024-04-08;19:45;956380.675209;510514.1307;207847.8582;81786.0963;1756528.7604089999
2024-11-22T22:15:00+00:00;22;11;2024;2024-11-22;22:15;910298.809419;465420.1188;218131.5068;70081.7412;1663932.1762190002
2024-04-11T01:00:00+01:00;11;04;2024;2024-04-11;01:00;588351.977984;412309.8438;203482.7;82622.4741;1286766.9958839999
2024-11-27T19:00:00+00:00;27;11;2024;2024-11-27;19:00;1103752.470517;580777.8826;232386.484;43826.7699;1960743.6070169997
2024-04-11T15:15:00+01:00;11;04;2024;2024-04-11;15:15;639355.93891;544215.6529;194390.0442;70617.8422;1448579.47821
2024-11-28T10:15:00+00:00;28;11;2024;2024-11-28;10:15;812368.220773;613974.8291;212411.2711;48304.6497;1687058.970673
2024-04-12T23:45:00+01:00;12;04;2024;2024-04-12;23:45;676734.644508;410997.0056;199554.3484;92181.5205;1379467.5190080001
2024-11-28T14:45:00+00:00;28;11;2024;2024-11-28;14:45;784933.465032;633539.6211;215674.2476;48099.6101;1682246.943832
2024-04-15T17:00:00+01:00;15;04;2024;2024-04-15;17:00;622859.197162;542752.3822;192315.5805;71795.8495;1429723.0093619998
2024-11-29T11:45:00+00:00;29;11;2024;2024-11-29;11:45;879531.089459;674005.6682;217773.0452;51731.278;1823041.0808589999
2024-04-17T14:45:00+01:00;17;04;2024;2024-04-17;14:45;621911.40688;544927.1853;173386.2888;48552.3813;1388777.2622800001
2024-12-01T18:30:00+00:00;01;12;2024;2024-12-01;18:30;961446.768273;348164.8209;210966.3424;46002.1;1566580.0315730001
2024-04-18T05:15:00+01:00;18;04;2024;2024-04-18;05:15;477057.640745;404027.9344;188767.5907;84293.8546;1154147.020445
2024-12-03T00:00:00+00:00;03;12;2024;2024-12-03;00:00;707295.561687;427521.5935;220866.8491;51605.8722;1407289.8764870001
2024-04-18T10:00:00+01:00;18;04;2024;2024-04-18;10:00;656776.288499;570288.4355;188285.9814;81006.3232;1496357.028599
2024-12-05T09:45:00+00:00;05;12;2024;2024-12-05;09:45;830539.896838;656355.8819;214993.5124;51830.0064;1753719.297538
2024-04-19T18:30:00+01:00;19;04;2024;2024-04-19;18:30;695755.320059;514134.2236;211710.7666;89680.473;1511280.7832590002
2024-12-07T04:00:00+00:00;07;12;2024;2024-12-07;04:00;543887.647829;352288.8774;203186.1037;94066.952;1193429.5809290002
2024-04-19T23:15:00+01:00;19;04;2024;2024-04-19;23:15;712162.218282;426339.7532;199811.0423;86432.4572;1424745.4709820002
2024-12-08T07:00:00+00:00;08;12;2024;2024-12-08;07:00;571354.157637;291518.1379;194607.4039;91313.5557;1148793.2551369998
2024-04-21T01:30:00+01:00;21;04;2024;2024-04-21;01:30;534612.558806;282562.3701;184644.8595;80661.2099;1082480.998306
2024-12-09T21:45:00+00:00;09;12;2024;2024-12-09;21:45;1205921.418892;501064.8253;228366.8749;87803.0196;2023156.138692
2024-04-24T09:15:00+01:00;24;04;2024;2024-04-24;09:15;664140.031461;585758.735;204207.4447;71169.5736;1525275.7847609997
2024-12-10T06:15:00+00:00;10;12;2024;2024-12-10;06:15;620570.430305;446535.8812;213181.5653;88263.3331;1368551.209905
2024-04-24T17:00:00+01:00;24;04;2024;2024-04-24;17:00;611662.13286;530348.0502;195861.9177;60542.9087;1398415.0094600003
2024-12-11T08:30:00+00:00;11;12;2024;2024-12-11;08:30;917464.923936;662370.0427;226400.4811;48597.6459;1854833.093636
2024-04-27T03:45:00+01:00;27;04;2024;2024-04-27;03:45;485548.618437;308998.5169;199003.8669;85273.4821;1078824.484337
2024-12-13T02:15:00+00:00;13;12;2024;2024-12-13;02:15;675637.39041;407221.4582;210003.0178;71720.5296;1364582.39601
2024-04-29T07:45:00+01:00;29;04;2024;2024-04-29;07:45;602176.136672;452215.9182;202145.819;75471.3556;1332009.229472
2024-12-16T13:30:00+00:00;16;12;2024;2024-12-16;13:30;1019089.117142;562500.8373;201558.4623;73250.2359;1856398.652642
2024-05-01T08:00:00+01:00;01;05;2024;2024-05-01;08:00;516888.390256;333804.9104;170381.6315;55322.1781;1076397.110256
2024-12-16T23:30:00+00:00;16;12;2024;2024-12-16;23:30;1034890.255573;438829.449;209513.0653;86185.0005;1769417.7703729998
2024-05-01T08:45:00+01:00;01;05;2024;2024-05-01;08:45;571999.67914;342740.6939;171088.8473;73369.0668;1159198.28714
2024-12-18T10:30:00+00:00;18;12;2024;2024-12-18;10:30;1004682.693223;672890.0475;198803.4776;97206.9856;1973583.203923
2024-05-03T14:30:00+01:00;03;05;2024;2024-05-03;14:30;767527.15337;560998.8036;205219.7721;68982.5002;1602728.2292699998
2024-12-18T18:15:00+00:00;18;12;2024;2024-12-18;18:15;1224405.337074;602647.1485;218589.2965;46288.3286;2091930.1106739999
2024-05-04T13:15:00+01:00;04;05;2024;2024-05-04;13:15;829840.509651;335132.7274;195090.3651;80771.1135;1440834.715651
2024-12-20T05:45:00+00:00;20;12;2024;2024-12-20;05:45;606449.350118;384732.4688;202852.0667;86016.9085;1280050.794118
2024-05-05T00:00:00+01:00;05;05;2024;2024-05-05;00:00;703535.970094;292369.236;197437.5051;83387.7088;1276730.4199939999
2024-12-20T12:00:00+00:00;20;12;2024;2024-12-20;12:00;966710.120055;523311.0584;188588.7878;84416.3858;1763026.352055
2024-05-06T07:45:00+01:00;06;05;2024;2024-05-06;07:45;637262.654394;457513.5456;218828.3043;76817.1058;1390421.610094
2024-12-21T04:45:00+00:00;21;12;2024;2024-12-21;04:45;628880.670077;310373.4549;185665.5581;78225.2995;1203144.982577
2024-05-07T15:00:00+01:00;07;05;2024;2024-05-07;15:00;618694.143418;523484.6965;186102.3;93321.924;1421603.063918
2024-12-22T03:30:00+00:00;22;12;2024;2024-12-22;03:30;654329.241277;260651.1651;171927.4653;86966.3621;1173874.233777
2024-05-08T08:00:00+01:00;08;05;2024;2024-05-08;08:00;604427.274609;510675.3572;194829.3282;71779.6695;1381711.6295089999
2024-12-25T00:30:00+00:00;25;12;2024;2024-12-25;00:30;863549.061675;232978.5518;127016.4956;33727.7753;1257271.8843750001
2024-05-08T11:15:00+01:00;08;05;2024;2024-05-08;11:15;646310.375121;537585.1104;179514.3923;76866.5197;1440276.397521
2024-12-25T04:15:00+00:00;25;12;2024;2024-12-25;04:15;628226.485101;222102.7899;126633.3145;33263.8657;1010226.455201
2024-05-10T18:00:00+01:00;10;05;2024;2024-05-10;18:00;661296.765109;512103.5161;206158.1403;106359.2647;1485917.686209
2024-12-25T08:00:00+00:00;25;12;2024;2024-12-25;08:00;613644.722519;233730.1746;136340.1753;32575.9379;1016291.010319
2024-05-11T13:00:00+01:00;11;05;2024;2024-05-11;13:00;688981.190677;317307.2379;181394.0318;92233.1796;1279915.639977
2024-12-26T08:15:00+00:00;26;12;2024;2024-12-26;08:15;755355.634169;377073.8937;143018.0117;36520.8525;1311968.392069
2024-05-11T15:15:00+01:00;11;05;2024;2024-05-11;15:15;606090.313997;322579.9888;188899.6306;97684.4827;1215254.416097
2024-12-30T01:15:00+00:00;30;12;2024;2024-12-30;01:15;777845.961685;263649.4307;153641.4776;37046.074;1232182.943985
2024-05-18T04:45:00+01:00;18;05;2024;2024-05-18;04:45;477206.959306;346735.4624;207550.5669;89406.3933;1120899.381906
2024-12-30T07:15:00+00:00;30;12;2024;2024-12-30;07:15;737632.10776;337452.478;153942.9581;39630.8077;1268658.35156
2024-05-18T13:00:00+01:00;18;05;2024;2024-05-18;13:00;808301.708026;321250.9052;187805.8983;97665.5103;1415024.021826
2025-01-01T05:15:00+00:00;01;01;2025;2025-01-01;05:15;687368.088631;233137.1314;129776.3495;34282.0172;1084563.5867309999
2024-05-18T21:00:00+01:00;18;05;2024;2024-05-18;21:00;862724.350594;340362.7099;203242.8666;77981.2851;1484311.2121940001
2025-01-01T17:30:00+00:00;01;01;2025;2025-01-01;17:30;1049067.78371;272170.2071;141264.7903;36003.6217;1498506.40281
2024-05-21T22:00:00+01:00;21;05;2024;2024-05-21;22:00;876839.411653;487682.7924;214894.7536;81652.7915;1661069.749153
2025-01-01T23:45:00+00:00;01;01;2025;2025-01-01;23:45;987194.69538;249623.6151;133303.7531;36290.2654;1406412.32898
2024-05-23T14:30:00+01:00;23;05;2024;2024-05-23;14:30;637211.66443;519396.8245;207691.2526;87164.6073;1451464.34883
2024-05-23T20:15:00+01:00;23;05;2024;2024-05-23;20:15;865062.572471;516706.9836;227034.3027;72949.1648;1681753.023571
2024-05-24T03:15:00+01:00;24;05;2024;2024-05-24;03:15;474098.495102;401149.7676;218884.9824;100260.2949;1194393.5400020003
2024-05-24T22:30:00+01:00;24;05;2024;2024-05-24;22:30;795415.640953;453903.2776;216342.084;68608.6162;1534269.6187530002
2024-05-25T13:45:00+01:00;25;05;2024;2024-05-25;13:45;640362.105252;304991.5538;176572.8116;91893.9753;1213820.445952
2024-05-27T04:45:00+01:00;27;05;2024;2024-05-27;04:45;443617.73514;318965.5732;208793.8023;100090.5917;1071467.70234
2024-05-29T10:45:00+01:00;29;05;2024;2024-05-29;10:45;681844.651278;557423.8506;204884.1629;72711.4561;1516864.1208779998
2024-05-30T01:30:00+01:00;30;05;2024;2024-05-30;01:30;554594.751452;402734.3115;224044.4783;90465.3723;1271838.913552
2024-05-31T14:00:00+01:00;31;05;2024;2024-05-31;14:00;667730.008657;472965.4917;197156.3513;68473.4406;1406325.2922570002
2024-06-03T09:00:00+01:00;03;06;2024;2024-06-03;09:00;651896.073491;570872.6771;213130.7659;44586.2275;1480485.743991
2024-06-03T16:45:00+01:00;03;06;2024;2024-06-03;16:45;679634.169711;580728.4917;207686.0706;97349.0184;1565397.7504109999
2024-06-09T06:00:00+01:00;09;06;2024;2024-06-09;06:00;442554.372708;289796.0192;182134.8713;98572.4713;1013057.734508
2024-06-10T23:30:00+01:00;10;06;2024;2024-06-10;23:30;675969.981323;332099.1209;199923.5538;69493.8253;1277486.4813229998
2024-06-11T02:30:00+01:00;11;06;2024;2024-06-11;02:30;489219.186173;328065.1709;208368.4117;68507.7244;1094160.493173
2024-06-16T02:15:00+01:00;16;06;2024;2024-06-16;02:15;511990.374953;288247.3946;184433.5547;84484.6936;1069156.017853
2024-06-19T09:00:00+01:00;19;06;2024;2024-06-19;09:00;657625.039778;608528.2904;220832.6301;49986.0549;1536972.015178
2024-06-19T16:30:00+01:00;19;06;2024;2024-06-19;16:30;664310.537514;596570.1568;212065.2151;99828.8247;1572774.7341139999
2024-06-19T16:45:00+01:00;19;06;2024;2024-06-19;16:45;666880.87913;587137.2893;213636.5984;95641.7349;1563296.5017300001
2024-06-23T01:45:00+01:00;23;06;2024;2024-06-23;01:45;520374.29879;295802.8892;197393.4924;97869.8358;1111440.5161899999
2024-06-23T19:00:00+01:00;23;06;2024;2024-06-23;19:00;696765.984958;337036.6338;189268.3276;75818.0467;1298888.993058
2024-06-26T23:15:00+01:00;26;06;2024;2024-06-26;23:15;726870.924499;468306.1522;216021.5379;49505.9129;1460704.5274989998
2024-06-28T16:15:00+01:00;28;06;2024;2024-06-28;16:15;732749.778437;662163.9021;217176.273;92589.5488;1704679.5023369999
2024-06-28T18:00:00+01:00;28;06;2024;2024-06-28;18:00;734397.567249;585291.4987;217430.1784;81379.2469;1618498.491249
2024-06-29T06:15:00+01:00;29;06;2024;2024-06-29;06:15;439979.670842;367569.1489;209742.7195;97269.1915;1114560.730742
2024-06-29T23:00:00+01:00;29;06;2024;2024-06-29;23:00;674407.755283;325505.5699;199470.2477;71018.4594;1270402.032283
2024-06-30T06:30:00+01:00;30;06;2024;2024-06-30;06:30;418521.182191;294170.8579;195608.2936;94241.6819;1002542.015591
2024-07-01T13:30:00+01:00;01;07;2024;2024-07-01;13:30;682100.698285;506580.1502;192851.5197;96318.2669;1477850.635085
2024-07-02T21:30:00+01:00;02;07;2024;2024-07-02;21:30;902925.534514;554526.9984;225129.8626;86497.6691;1769080.0646140003
2024-07-05T23:15:00+01:00;05;07;2024;2024-07-05;23:15;773242.678773;460323.9826;216793.8558;68966.5361;1519327.053273
2025-01-02T11:30:00+00:00;02;01;2025;2025-01-02;11:30;1064513.300995;484766.7849;145946.5023;60291.2269;1755517.815095
2025-01-03T06:00:00+00:00;03;01;2025;2025-01-03;06:00;659806.426357;342675.1841;164774.7152;75269.7637;1242526.089357
2025-01-04T02:45:00+00:00;04;01;2025;2025-01-04;02:45;694097.415614;309787.1124;164178.8439;89701.9714;1257765.343314
2025-01-05T01:15:00+00:00;05;01;2025;2025-01-05;01:15;777605.061052;270839.0753;163431.8605;96222.3739;1308098.370752
2025-01-05T20:15:00+00:00;05;01;2025;2025-01-05;20:15;1327207.271241;324217.8288;163595.1907;65238.9519;1880259.2426409998
2025-01-06T03:15:00+00:00;06;01;2025;2025-01-06;03:15;589551.509819;289001.5551;167248.5587;90653.1494;1136454.773019
2025-01-08T08:15:00+00:00;08;01;2025;2025-01-08;08:15;892039.655482;615055.7951;204019.9007;86136.3821;1797251.7333820001
2025-01-11T10:45:00+00:00;11;01;2025;2025-01-11;10:45;912214.016978;390275.9277;182029.341;66886.1228;1551405.4084780002
2025-01-11T19:30:00+00:00;11;01;2025;2025-01-11;19:30;1206141.039849;366316.1417;187456.5337;51664.3562;1811578.0714490002
2025-01-13T01:45:00+00:00;13;01;2025;2025-01-13;01:45;609503.776629;308374.8784;183739.3895;95688.0013;1197306.045829
2025-01-14T11:30:00+00:00;14;01;2025;2025-01-14;11:30;961596.065654;608427.4543;183049.5147;92796.1417;1845869.176354
2025-01-16T17:00:00+00:00;16;01;2025;2025-01-16;17:00;989037.361421;683527.9146;219076.4241;47070.7781;1938712.478221
2025-01-17T03:45:00+00:00;17;01;2025;2025-01-17;03:45;641346.574747;401614.1746;209369.8637;46693.7974;1299024.410447
2025-01-17T21:00:00+00:00;17;01;2025;2025-01-17;21:00;1392064.592218;516168.9035;223797.8965;43978.0009;2176009.3931179997
2025-01-22T12:00:00+00:00;22;01;2025;2025-01-22;12:00;1066394.361557;685852.8567;208122.4096;87187.3656;2047556.993457
2025-01-22T18:45:00+00:00;22;01;2025;2025-01-22;18:45;1283373.389067;591144.7262;224664.3055;48374.453;2147556.873767
2025-01-23T21:45:00+00:00;23;01;2025;2025-01-23;21:45;1202697.299013;506386.5138;226824.822;68352.0451;2004260.679913
2025-01-26T12:45:00+00:00;26;01;2025;2025-01-26;12:45;1146108.374793;323595.7794;189467.0683;86794.4277;1745965.6501929997
2025-01-26T15:45:00+00:00;26;01;2025;2025-01-26;15:45;1007163.81208;330017.0991;192433.1536;94440.7085;1624054.7732799998
2025-01-27T17:45:00+00:00;27;01;2025;2025-01-27;17:45;1052255.508414;633793.8958;224345.874;46752.552;1957147.830214
2025-01-28T11:30:00+00:00;28;01;2025;2025-01-28;11:30;985605.67996;643062.4753;191896.393;69124.3054;1889688.8536599998
2025-01-31T01:45:00+00:00;31;01;2025;2025-01-31;01:45;690077.95328;409585.5267;227004.3577;91647.2715;1418315.1091800001
2025-01-31T21:15:00+00:00;31;01;2025;2025-01-31;21:15;1273108.132413;500784.0753;230374.7601;45759.2705;2050026.2383130002
2025-02-03T07:15:00+00:00;03;02;2025;2025-02-03;07:15;780110.922724;466543.1011;230681.5087;99062.7849;1576398.317424
2025-02-03T19:00:00+00:00;03;02;2025;2025-02-03;19:00;1276608.679047;574323.9815;229926.8334;48667.7705;2129527.264447
2025-02-03T21:15:00+00:00;03;02;2025;2025-02-03;21:15;1332144.652205;513213.1416;225098.8764;48039.0901;2118495.760305
2025-02-03T22:45:00+00:00;03;02;2025;2025-02-03;22:45;1118961.985312;462908.6355;224455.9116;49015.4218;1855341.9542119997
2025-02-04T03:45:00+00:00;04;02;2025;2025-02-04;03:45;616009.16565;394601.4882;218586.6664;60300.0111;1289497.3313499999
2025-02-08T00:30:00+00:00;08;02;2025;2025-02-08;00:30;855038.862775;391092.2461;212725.2983;71176.9047;1530033.311875
2025-02-12T23:00:00+00:00;12;02;2025;2025-02-12;23:00;1021737.273729;461417.9227;226408.5849;52163.0453;1761726.8266289998
2025-02-13T18:00:00+00:00;13;02;2025;2025-02-13;18:00;978456.546217;617816.9697;234872.3461;44754.6025;1875900.464517
2025-02-19T13:15:00+00:00;19;02;2025;2025-02-19;13:15;898397.035227;562399.3217;200393.8895;89291.5932;1750481.839627
2025-02-21T12:00:00+00:00;21;02;2025;2025-02-21;12:00;983698.028018;675532.0654;210471.1931;96951.1753;1966652.4618179998
2025-02-24T20:30:00+00:00;24;02;2025;2025-02-24;20:30;1301532.604987;524997.9853;219347.4927;50589.3449;2096467.427887
