Ano;Mês;Data;Distrito;Concelho;Freguesia;Inclui contador inteligente;Número de CPE's;Código Distrito;Código Concelho;Código Freguesia;Contrato Ativo
2023;6;2023-06;Braga;Braga;Lamas;Não;160;03;0303;030322;Sim
2023;6;2023-06;Castelo Branco;Idanha-a-Nova;Medelim;Sim;355;05;0505;050506;Sim
2023;6;2023-06;Guarda;Sabugal;Ruvina, Ruivós e Vale das Éguas;Não;146;09;0911;091144;Sim
2023;6;2023-06;Faro;Vila Real de Santo António;Vila Real de Santo António;Sim;6356;08;0816;081602;Sim
2023;6;2023-06;Braga;Barcelos;Carvalhas;Não;184;03;0302;030221;Sim
2023;6;2023-06;Castelo Branco;Sertã;Castelo;Sim;357;05;0509;050903;Sim
2023;6;2023-06;Faro;Lagos;São Gonçalo de Lagos;Sim;19944;08;0807;080708;Sim
2023;6;2023-06;Lisboa;Loures;Santo António dos Cavaleiros e Frielas;Sim;8569;11;1107;110730;Sim
2023;6;2023-06;Coimbra;Condeixa-a-Nova;Condeixa-a-Velha e Condeixa-a-Nova;Sim;4657;06;0604;060411;Sim
2023;6;2023-06;Lisboa;Lisboa;Benfica;Sim;23013;11;1106;110608;Sim
2023;6;2023-06;Braga;Terras de Bouro;Chorense e Monte;Não;159;03;0310;031019;Sim
2023;6;2023-06;Coimbra;Penacova;Carvalho;Sim;160;06;0613;061301;Sim
2023;6;2023-06;Braga;Vieira do Minho;Guilhofrei;Não;316;03;0311;031108;Sim
2023;6;2023-06;Coimbra;Soure;Tapéus;Não;111;06;0615;061510;Sim
2023;6;2023-06;Coimbra;Penacova;Figueira de Lorvão;Sim;446;06;0613;061302;Sim
2023;6;2023-06;Évora;Évora;São Miguel de Machede;Sim;474;07;0705;070509;Sim
2023;6;2023-06;Guarda;Sabugal;Lajeosa e Forcalhos;Não;356;09;0911;091142;Sim
2023;6;2023-06;Guarda;Celorico da Beira;Açores e Velosa;Não;75;09;0903;090323;Sim
2023;6;2023-06;Castelo Branco;Covilhã;Dominguizo;Sim;635;05;0503;050309;Sim
2023;6;2023-06;Castelo Branco;Sertã;Pedrógão Pequeno;Não;408;05;0509;050911;Sim
2023;6;2023-06;Faro;Olhão;Quelfes;Não;4094;08;0810;081005;Sim
2023;6;2023-06;Porto;Santo Tirso;Vila Nova do Campo;Sim;1149;13;1314;131434;Sim
2023;6;2023-06;Aveiro;Mealhada;Vacariça;Sim;333;01;0111;011107;Sim
2023;6;2023-06;Vila Real;Boticas;Sapiãos;Sim;398;17;1702;170215;Sim
2023;6;2023-06;Braga;Guimarães;Polvoreira;Não;38;03;0308;030837;Sim
2023;6;2023-06;Coimbra;Condeixa-a-Nova;Vila Seca e Bem da Fé;Sim;358;06;0604;060413;Sim
2023;6;2023-06;Leiria;Peniche;Ferrel;Não;242;10;1014;101406;Sim
2023;6;2023-06;Guarda;Seia;Alvoco da Serra;Não;312;09;0912;091201;Sim
2023;6;2023-06;Aveiro;Vale de Cambra;Arões;Sim;152;01;0119;011901;Sim
2023;6;2023-06;Aveiro;Ovar;Esmoriz;Sim;5602;01;0115;011503;Sim
2023;6;2023-06;Vila Real;Santa Marta de Penaguião;Lobrigos (S. Miguel e S. João Baptista) e Sanhoane;Não;223;17;1711;171111;Sim
2023;6;2023-06;Viseu;Penalva do Castelo;Real;Não;114;18;1811;181110;Sim
2023;6;2023-06;Braga;Guimarães;Infantas;Não;145;03;0308;030824;Sim
2023;6;2023-06;Viana do Castelo;Viana do Castelo;Freixieiro de Soutelo;Não;164;16;1609;160914;Sim
2023;6;2023-06;Guarda;Fornos de Algodres;Fornos de Algodres;Sim;1101;09;0905;090505;Sim
2023;6;2023-06;Viana do Castelo;Monção;Longos Vales;Não;448;16;1604;160411;Sim
2023;6;2023-06;Braga;Vila Verde;Dossãos;Sim;83;03;0313;031313;Sim
2023;6;2023-06;Guarda;Almeida;Vale da Mula;Não;120;09;0902;090227;Sim
2023;6;2023-06;Braga;Póvoa de Lanhoso;Travassos;Não;181;03;0309;030927;Sim
2023;6;2023-06;Évora;Estremoz;Évora Monte (Santa Maria);Sim;368;07;0704;070404;Sim
2023;6;2023-06;Braga;Vieira do Minho;Eira Vedra;Sim;319;03;0311;031107;Sim
2023;6;2023-06;Braga;Vila Nova de Famalicão;Avidos e Lagoa;Sim;722;03;0312;031252;Sim
2023;6;2023-06;Portalegre;Castelo de Vide;Santiago Maior;Sim;286;12;1205;120503;Sim
2023;6;2023-06;Castelo Branco;Castelo Branco;Malpica do Tejo;Sim;139;05;0502;050214;Sim
2023;6;2023-06;Guarda;Guarda;Famalicão;Sim;175;09;0907;090717;Sim
2023;6;2023-06;Leiria;Leiria;Coimbrão;Sim;1668;10;1009;100909;Sim
2023;6;2023-06;Porto;Vila do Conde;Árvore;Sim;3203;13;1316;131602;Sim
2023;6;2023-06;Braga;Guimarães;Oliveira, São Paio e São Sebastião;Sim;6194;03;0308;030884;Sim
2023;6;2023-06;Vila Real;Ribeira de Pena;Cerva e Limões;Não;571;17;1709;170908;Sim
2023;6;2023-06;Évora;Alandroal;Santiago Maior;Sim;369;07;0701;070103;Sim
2023;6;2023-06;Guarda;Celorico da Beira;Baraçal;Não;34;09;0903;090302;Sim
2023;6;2023-06;Leiria;Pombal;Santiago e S. Simão de Litém e Albergaria dos Doze;Sim;1622;10;1015;101519;Sim
2023;6;2023-06;Aveiro;Oliveira de Azeméis;Vila de Cucujães;Sim;4420;01;0113;011319;Sim
2023;6;2023-06;Viana do Castelo;Vila Nova de Cerveira;Candemil e Gondar;Não;32;16;1610;161017;Sim
2023;6;2023-06;Castelo Branco;Sertã;Castelo;Não;458;05;0509;050903;Sim
2023;6;2023-06;Lisboa;Vila Franca de Xira;Castanheira do Ribatejo e Cachoeiras;Sim;4581;11;1114;111414;Sim
2023;6;2023-06;Aveiro;Anadia;Tamengos, Aguim e Óis do Bairro;Não;1082;01;0103;010318;Sim
2023;6;2023-06;Bragança;Vila Flor;Seixo de Manhoses;Sim;205;04;0410;041013;Sim
2023;6;2023-06;Lisboa;Lisboa;Campolide;Sim;9448;11;1106;110610;Sim
2023;6;2023-06;Vila Real;Chaves;Faiões;Não;46;17;1703;170313;Sim
2023;6;2023-06;Évora;Reguengos de Monsaraz;Monsaraz;Não;350;07;0711;071103;Sim
2023;6;2023-06;Santarém;Torres Novas;Meia Via;Não;497;14;1419;141917;Sim
2023;6;2023-06;Portalegre;Nisa;Santana;Sim;263;12;1212;121207;Sim
2023;6;2023-06;Bragança;Torre de Moncorvo;Lousa;Não;22;04;0409;040911;Sim
2023;6;2023-06;Guarda;Vila Nova de Foz Côa;Cedovim;Não;191;09;0914;091403;Sim
2023;6;2023-06;Leiria;Leiria;Caranguejeira;Sim;1424;10;1009;100907;Sim
2023;6;2023-06;Castelo Branco;Penamacor;Meimoa;Sim;188;05;0507;050708;Sim
2023;6;2023-06;Braga;Barcelos;Barcelinhos;Sim;1029;03;0302;030213;Sim
2023;6;2023-06;Guarda;Guarda;Porto da Carne;Não;105;09;0907;090732;Sim
2023;6;2023-06;Aveiro;Santa Maria da Feira;Rio Meão;Não;1654;01;0109;010921;Sim
2023;6;2023-06;Leiria;Alvaiázere;Maçãs de Dona Maria;Não;29;10;1002;100204;Sim
2023;6;2023-06;Castelo Branco;Covilhã;Paul;Sim;456;05;0503;050314;Sim
2023;6;2023-06;Bragança;Torre de Moncorvo;Urros e Peredo dos Castelhanos;Não;43;04;0409;040921;Sim
2023;6;2023-06;Guarda;Guarda;Vale de Estrela;Não;162;09;0907;090746;Sim
2023;6;2023-06;Aveiro;Arouca;Santa Eulália;Não;654;01;0104;010416;Sim
2023;6;2023-06;Braga;Vila Nova de Famalicão;Lousado;Não;229;03;0312;031224;Sim
2023;6;2023-06;Bragança;Vinhais;Moimenta e Montouto;Não;200;04;0412;041237;Sim
2023;6;2023-06;Vila Real;Montalegre;Pitões das Junias;Sim;59;17;1706;170623;Sim
2023;6;2023-06;Vila Real;Valpaços;Lebução, Fiães e Nozelos;Não;461;17;1712;171233;Sim
2023;6;2023-06;Aveiro;Santa Maria da Feira;Lourosa;Sim;1947;01;0109;010913;Sim
2023;6;2023-06;Guarda;Seia;Sandomil;Não;228;09;0912;091212;Sim
2023;6;2023-06;Guarda;Pinhel;Atalaia e Safurdão;Não;15;09;0910;091035;Sim
2023;6;2023-06;Guarda;Guarda;Vela;Não;138;09;0907;090748;Sim
2023;6;2023-06;Castelo Branco;Fundão;Orca;Sim;659;05;0504;050420;Sim
2023;6;2023-06;Bragança;Vinhais;Vila Verde;Sim;40;04;0412;041230;Sim
2023;6;2023-06;Bragança;Vinhais;Nunes e Ousilhão;Sim;68;04;0412;041238;Sim
2023;6;2023-06;Coimbra;Cantanhede;Sanguinheira;Não;671;06;0602;060218;Sim
2023;6;2023-06;Portalegre;Nisa;São Matias;Não;156;12;1212;121208;Sim
2023;6;2023-06;Vila Real;Vila Real;Campeã;Não;692;17;1714;171406;Sim
2023;6;2023-06;Porto;Paredes;Paredes;Não;75;13;1310;131025;Sim
2023;6;2023-06;Faro;Vila do Bispo;Vila do Bispo e Raposeira;Não;66;08;0815;081506;Sim
2023;6;2023-06;Castelo Branco;Oleiros;Madeirã;Não;138;05;0506;050606;Sim
2023;6;2023-06;Vila Real;Vila Pouca de Aguiar;Valoura;Sim;85;17;1713;171313;Sim
2023;6;2023-06;Viseu;Lamego;Cambres;Sim;1077;18;1805;180505;Sim
2023;6;2023-06;Vila Real;Valpaços;Rio Torto;Sim;92;17;1712;171217;Sim
2023;6;2023-06;Castelo Branco;Castelo Branco;Lardosa;Não;472;05;0502;050211;Sim
2023;6;2023-06;Braga;Cabeceiras de Basto;Alvite e Passos;Não;320;03;0304;030418;Sim
2023;6;2023-06;Santarém;Santarém;Moçarria;Não;367;14;1416;141613;Sim
2023;6;2023-06;Viana do Castelo;Ponte da Barca;Entre Ambos-os-Rios, Ermida e Germil;Não;445;16;1606;160627;Sim
2023;6;2023-06;Faro;Portimão;Alvor;Sim;5991;08;0811;081101;Sim
2023;6;2023-06;Bragança;Macedo de Cavaleiros;Espadanedo, Edroso, Murçós e Soutelo Mourisco;Sim;145;04;0405;040542;Sim
2023;6;2023-06;Braga;Guimarães;Mesão Frio;Sim;1980;03;0308;030830;Sim
2023;6;2023-06;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;Sim;16555;11;1113;111326;Sim
2023;6;2023-06;Braga;Vila Verde;Esqueiros, Nevogilde e Travassós;Não;257;03;0313;031363;Sim
2023;6;2023-06;Porto;Valongo;Valongo;Não;79;13;1315;131505;Sim
2023;6;2023-06;Viseu;Carregal do Sal;Parada;Sim;389;18;1802;180206;Sim
2023;6;2023-06;Braga;Braga;Escudeiros e Penso (Santo Estêvão e São Vicente);Sim;441;03;0303;030369;Sim
2023;6;2023-06;Santarém;Mação;Amêndoa;Sim;245;14;1413;141302;Sim
2023;6;2023-06;Braga;Barcelos;Fragoso;Sim;364;03;0302;030235;Sim
2023;6;2023-06;Braga;Vila Verde;Valbom (São Pedro), Passô e Valbom (São Martinho);Sim;236;03;0313;031368;Sim
2023;6;2023-06;Viseu;Oliveira de Frades;Arcozelo das Maias;Não;369;18;1810;181002;Sim
2023;6;2023-06;Viseu;Sernancelhe;Granjal;Sim;194;18;1818;181810;Sim
2023;6;2023-06;Santarém;Benavente;Benavente;Não;624;14;1405;140501;Sim
2023;6;2023-06;Castelo Branco;Idanha-a-Nova;Proença-a-Velha;Sim;68;05;0505;050511;Sim
2023;6;2023-06;Lisboa;Loures;Camarate, Unhos e Apelação;Não;119;11;1107;110731;Sim
2023;6;2023-06;Viana do Castelo;Ponte de Lima;Gemieira;Sim;194;16;1607;160727;Sim
2023;6;2023-06;Viana do Castelo;Valença;Verdoejo;Sim;118;16;1608;160816;Sim
2023;6;2023-06;Bragança;Carrazeda de Ansiães;Carrazeda de Ansiães;Sim;1314;04;0403;040304;Sim
2023;6;2023-06;Braga;Amares;Vilela, Seramil e Paredes Secas;Sim;103;03;0301;030129;Sim
2023;6;2023-06;Évora;Vila Viçosa;Pardais;Sim;283;07;0714;071404;Sim
2023;6;2023-06;Porto;Penafiel;Guilhufe e Urrô;Sim;958;13;1311;131141;Sim
2023;6;2023-06;Viana do Castelo;Ponte de Lima;Arcozelo;Não;34;16;1607;160704;Sim
2023;6;2023-06;Aveiro;Ovar;Esmoriz;Não;1515;01;0115;011503;Sim
2023;6;2023-06;Guarda;Sabugal;Cerdeira;Sim;66;09;0911;091113;Sim
2023;6;2023-06;Guarda;Fornos de Algodres;Algodres;Sim;300;09;0905;090501;Sim
2023;6;2023-06;Viana do Castelo;Ponte de Lima;Serdedelo;Não;92;16;1607;160746;Sim
2023;6;2023-06;Santarém;Coruche;Couço;Sim;487;14;1409;140902;Sim
2023;6;2023-06;Porto;Paredes;Astromil;Não;194;13;1310;131002;Sim
2023;6;2023-06;Lisboa;Azambuja;Aveiras de Baixo;Não;364;11;1103;110302;Sim
2023;6;2023-06;Beja;Beja;Baleizão;Não;157;02;0205;020502;Sim
2023;6;2023-06;Viana do Castelo;Viana do Castelo;Castelo do Neiva;Não;195;16;1609;160910;Sim
2023;6;2023-06;Faro;Tavira;Santa Luzia;Não;77;08;0814;081408;Sim
2023;6;2023-06;Viana do Castelo;Caminha;Vila Praia de Âncora;Não;2508;16;1602;160217;Sim
2023;6;2023-06;Viana do Castelo;Monção;Pinheiros;Sim;101;16;1604;160421;Sim
2023;6;2023-06;Braga;Barcelos;Remelhe;Não;334;03;0302;030263;Sim
2023;6;2023-06;Braga;Barcelos;Palme;Sim;249;03;0302;030255;Sim
2023;6;2023-06;Coimbra;Arganil;Cepos e Teixeira;Sim;162;06;0601;060119;Sim
2023;6;2023-06;Bragança;Mogadouro;Brunhozinho, Castanheira e Sanhoane;Não;114;04;0408;040829;Sim
2023;6;2023-06;Castelo Branco;Idanha-a-Nova;Aldeia de Santa Margarida;Não;5;05;0505;050502;Sim
2023;6;2023-06;Viseu;Mangualde;São João da Fresta;Não;110;18;1806;180616;Sim
2023;6;2023-06;Aveiro;Oliveira do Bairro;Oliveira do Bairro;Sim;3597;01;0114;011404;Sim
2023;6;2023-06;Leiria;Caldas da Rainha;Landal;Não;117;10;1006;100607;Sim
2023;6;2023-06;Beja;Beja;São Matias;Sim;309;02;0205;020516;Sim
2023;6;2023-06;Vila Real;Alijó;Vilar de Maçada;Não;515;17;1701;170118;Sim
2023;6;2023-06;Faro;Portimão;Mexilhoeira Grande;Não;980;08;0811;081102;Sim
2023;6;2023-06;Beja;Moura;Sobral da Adiça;Sim;610;02;0210;021008;Sim
2023;6;2023-06;Guarda;Seia;Torrozelo e Folhadosa;Sim;191;09;0912;091234;Sim
2023;6;2023-06;Guarda;Sabugal;Nave;Não;177;09;0911;091120;Sim
2023;6;2023-06;Guarda;Gouveia;São Paio;Não;78;09;0906;090617;Sim
2023;6;2023-06;Viseu;Viseu;Ranhados;Sim;2866;18;1823;182321;Sim
2023;6;2023-06;Viseu;Castro daire;Reriz e Gafanhão;Não;506;18;1803;180327;Sim
2023;6;2023-06;Lisboa;Lisboa;Campolide;Não;251;11;1106;110610;Sim
2023;6;2023-06;Porto;Lousada;Cristelos, Boim e Ordem;Sim;2117;13;1305;130528;Sim
2023;6;2023-06;Porto;Paredes;Sobreira;Sim;556;13;1310;131020;Sim
2023;6;2023-06;Braga;Celorico de Basto;Basto (São Clemente);Não;294;03;0305;030520;Sim
2023;6;2023-06;Braga;Braga;Sobreposta;Sim;241;03;0303;030355;Sim
2023;6;2023-06;Bragança;Bragança;Castro de Avelãs;Não;39;04;0402;040209;Sim
2023;6;2023-06;Aveiro;Santa Maria da Feira;São Miguel de Souto e Mosteirô;Sim;2998;01;0109;010936;Sim
2023;6;2023-06;Viana do Castelo;Arcos de Valdevez;Senharei;Sim;141;16;1601;160144;Sim
2023;6;2023-06;Guarda;Fornos de Algodres;Maceira;Sim;80;09;0905;090509;Sim
2023;6;2023-06;Viana do Castelo;Monção;Riba de Mouro;Sim;650;16;1604;160424;Sim
2023;6;2023-06;Viseu;Sernancelhe;Sernancelhe e Sarzeda;Sim;931;18;1818;181821;Sim
2023;6;2023-06;Vila Real;Chaves;Vilela Seca;Sim;193;17;1703;170348;Sim
2023;6;2023-06;Guarda;Sabugal;Rendo;Não;231;09;0911;091127;Sim
2023;6;2023-06;Aveiro;Arouca;Chave;Não;489;01;0104;010407;Sim
2023;6;2023-06;Guarda;Figueira de Castelo Rodrigo;Colmeal e Vilar Torpim;Não;46;09;0904;090422;Sim
2023;6;2023-06;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;Sim;5596;13;1317;131726;Sim
2023;6;2023-06;Santarém;Alcanena;Alcanena e Vila Moreira;Sim;2906;14;1402;140211;Sim
2023;6;2023-06;Bragança;Bragança;Gimonde;Não;19;04;0402;040216;Sim
2023;6;2023-06;Bragança;Mirandela;Frechas;Não;99;04;0407;040716;Sim
2023;6;2023-06;Porto;Amarante;Travanca;Não;645;13;1301;130136;Sim
2023;6;2023-06;Vila Real;Murça;Fiolhoso;Sim;429;17;1707;170703;Sim
2023;6;2023-06;Vila Real;Valpaços;Lebução, Fiães e Nozelos;Sim;185;17;1712;171233;Sim
2023;6;2023-06;Faro;Lagos;Bensafrim e Barão de São João;Não;1064;08;0807;080707;Sim
2023;6;2023-06;Coimbra;Condeixa-a-Nova;Condeixa-a-Velha e Condeixa-a-Nova;Não;83;06;0604;060411;Sim
2023;6;2023-06;Guarda;Seia;Girabolhos;Não;194;09;0912;091205;Sim
2023;6;2023-06;Aveiro;Águeda;Belazaima do Chão, Castanheira do Vouga e Agadão;Sim;781;01;0101;010123;Sim
2023;6;2023-06;Castelo Branco;Covilhã;Cortes do Meio;Sim;229;05;0503;050308;Sim
2023;6;2023-06;Bragança;Bragança;Babe;Não;137;04;0402;040203;Sim
2023;6;2023-06;Porto;Gondomar;Rio Tinto;Sim;18538;13;1304;130408;Sim
2023;6;2023-06;Porto;Paredes;Cete;Sim;1103;13;1310;131008;Sim
2023;6;2023-06;Braga;Vila Nova de Famalicão;Requião;Não;138;03;0312;031233;Sim
2023;6;2023-06;Viana do Castelo;Monção;Anhões e Luzio;Não;97;16;1604;160434;Sim
2023;6;2023-06;Coimbra;Tábua;Midões;Sim;348;06;0616;061608;Sim
2023;6;2023-06;Lisboa;Vila Franca de Xira;Alhandra, São João dos Montes e Calhandriz;Sim;6983;11;1114;111412;Sim
2023;6;2023-06;Coimbra;Cantanhede;Vilamar e Corticeiro de Cima;Não;630;06;0602;060224;Sim
2023;6;2023-06;Beja;Mértola;Mértola;Não;190;02;0209;020904;Sim
2023;6;2023-06;Viseu;Sernancelhe;Arnas;Não;109;18;1818;181801;Sim
2023;6;2023-06;Braga;Fafe;Quinchães;Sim;414;03;0307;030722;Sim
2023;6;2023-06;Guarda;Seia;Carragozela e Várzea de Meruge;Não;201;09;0912;091230;Sim
2023;6;2023-06;Setúbal;Alcácer do Sal;Santa Maria do Castelo e Santiago e Santa Susana;Sim;4678;15;1501;150107;Sim
2023;6;2023-06;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;Não;3657;13;1308;130813;Sim
2023;6;2023-06;Castelo Branco;Penamacor;Pedrógão de São Pedro e Bemposta;Sim;274;05;0507;050714;Sim
2023;6;2023-06;Braga;Vila Verde;Vila de Prado;Não;1226;03;0313;031342;Sim
2023;6;2023-06;Coimbra;Tábua;Covas e Vila Nova de Oliveirinha;Sim;323;06;0616;061617;Sim
2023;6;2023-06;Porto;Porto;Campanhã;Sim;16904;13;1312;131203;Sim
2023;6;2023-06;Bragança;Mogadouro;Brunhozinho, Castanheira e Sanhoane;Sim;154;04;0408;040829;Sim
2023;6;2023-06;Vila Real;Vila Pouca de Aguiar;Telões;Não;690;17;1713;171311;Sim
2023;6;2023-06;Vila Real;Montalegre;Vila da Ponte;Não;131;17;1706;170635;Sim
2023;6;2023-06;Porto;Penafiel;Lagares e Figueira;Sim;522;13;1311;131142;Sim
2023;6;2023-06;Coimbra;Montemor-o-Velho;Tentúgal;Sim;447;06;0610;061011;Sim
2023;6;2023-06;Portalegre;Avis;Figueira e Barros;Sim;167;12;1203;120306;Sim
2023;6;2023-06;Castelo Branco;Idanha-a-Nova;Rosmaninhal;Não;143;05;0505;050512;Sim
2023;6;2023-06;Vila Real;Mondim de Basto;Atei;Não;67;17;1705;170501;Sim
2023;6;2023-06;Guarda;Guarda;Gonçalo Bocas;Sim;140;09;0907;090721;Sim
2023;6;2023-06;Guarda;Trancoso;Reboleiro;Sim;46;09;0913;091315;Sim
2023;6;2023-06;Viana do Castelo;Valença;Gondomil e Sanfins;Não;254;16;1608;160818;Sim
2023;6;2023-06;Lisboa;Sintra;Cacém e São Marcos;Sim;20526;11;1111;111124;Sim
2023;6;2023-06;Coimbra;Arganil;Sarzedo;Não;187;06;0601;060115;Sim
2023;6;2023-06;Lisboa;Oeiras;Porto Salvo;Não;207;11;1110;111009;Sim
2023;6;2023-06;Castelo Branco;Castelo Branco;Malpica do Tejo;Não;546;05;0502;050214;Sim
2023;6;2023-06;Portalegre;Ponte de Sor;Montargil;Sim;994;12;1213;121302;Sim
2023;6;2023-06;Porto;Amarante;Fridão;Não;259;13;1301;130115;Sim
2023;6;2023-06;Viseu;Cinfães;Travanca;Sim;109;18;1804;180417;Sim
2023;6;2023-06;Guarda;Mêda;Rabaçal;Sim;86;09;0909;090914;Sim
2023;6;2023-06;Viana do Castelo;Viana do Castelo;Vila de Punhe;Não;813;16;1609;160938;Sim
2023;6;2023-06;Aveiro;Arouca;Canelas e Espiunca;Sim;226;01;0104;010423;Sim
2023;6;2023-06;Santarém;Salvaterra de Magos;Muge;Sim;298;14;1415;141503;Sim
2023;6;2023-06;Porto;Amarante;Salvador do Monte;Não;345;13;1301;130129;Sim
2023;6;2023-06;Évora;Montemor-o-Novo;Ciborro;Sim;410;07;0706;070607;Sim
2023;6;2023-06;Porto;Santo Tirso;Água Longa;Não;363;13;1314;131402;Sim
2023;6;2023-06;Aveiro;Vale de Cambra;Macieira de Cambra;Não;140;01;0119;011906;Sim
2023;6;2023-06;Guarda;Almeida;Leomil, Mido, Senouras e Aldeia Nova;Sim;189;09;0902;090234;Sim
2023;6;2023-06;Braga;Vila Verde;Oleiros;Sim;356;03;0313;031330;Sim
2023;6;2023-06;Coimbra;Penela;Espinhal;Sim;295;06;0614;061402;Sim
2023;6;2023-06;Guarda;Aguiar da Beira;Pena Verde;Sim;267;09;0901;090109;Sim
2023;6;2023-06;Porto;Póvoa de Varzim;Estela;Sim;973;13;1313;131307;Sim
2023;6;2023-06;Santarém;Abrantes;São Miguel do Rio Torto e Rossio ao Sul do Tejo;Sim;1671;14;1401;140124;Sim
2023;6;2023-06;Viseu;Sernancelhe;Carregal;Não;236;18;1818;181802;Sim
2023;6;2023-06;Viseu;São Pedro do Sul;Vila Maior;Sim;532;18;1816;181619;Sim
2023;6;2023-06;Guarda;Seia;Paranhos;Não;499;09;0912;091208;Sim
2023;6;2023-06;Leiria;Leiria;Monte Redondo e Carreira;Sim;1479;10;1009;100936;Sim
2023;6;2023-06;Guarda;Guarda;Aldeia do Bispo;Sim;107;09;0907;090703;Sim
2023;6;2023-06;Aveiro;Arouca;Arouca e Burgo;Não;68;01;0104;010421;Sim
2023;6;2023-06;Viana do Castelo;Ponte da Barca;Lindoso;Sim;74;16;1606;160612;Sim
2023;6;2023-06;Coimbra;Pampilhosa da Serra;Janeiro de Baixo;Sim;357;06;0612;061204;Sim
2023;6;2023-06;Bragança;Carrazeda de Ansiães;Lavandeira, Beira Grande e Selores;Sim;379;04;0403;040323;Sim
2023;6;2023-06;Castelo Branco;Oleiros;Álvaro;Sim;101;05;0506;050601;Sim
2023;6;2023-06;Portalegre;Castelo de Vide;Santa Maria da Devesa;Sim;1270;12;1205;120502;Sim
2023;6;2023-06;Bragança;Bragança;São Pedro de Sarracenos;Sim;63;04;0402;040244;Sim
2023;6;2023-06;Bragança;Mogadouro;Brunhoso;Sim;74;04;0408;040804;Sim
2023;6;2023-06;Vila Real;Ribeira de Pena;Alvadia;Não;117;17;1709;170901;Sim
2023;6;2023-06;Braga;Vila Nova de Famalicão;Vale (São Cosme), Telhado e Portela;Não;260;03;0312;031259;Sim
2023;6;2023-06;Leiria;Óbidos;A dos Negros;Não;490;10;1012;101201;Sim
2023;6;2023-06;Guarda;Mêda;Coriscada;Sim;258;09;0909;090905;Sim
2023;6;2023-06;Faro;São Brás de Alportel;São Brás de Alportel;Sim;5534;08;0812;081201;Sim
2023;6;2023-06;Viseu;Tabuaço;Pinheiros e Vale de Figueira;Sim;240;18;1819;181920;Sim
2023;6;2023-06;Guarda;Fornos de Algodres;Algodres;Não;11;09;0905;090501;Sim
2023;6;2023-06;Guarda;Figueira de Castelo Rodrigo;Cinco Vilas e Reigada;Não;68;09;0904;090420;Sim
2023;6;2023-06;Castelo Branco;Belmonte;Belmonte e Colmeal da Torre;Sim;2623;05;0501;050106;Sim
2023;6;2023-06;Bragança;Torre de Moncorvo;Carviçais;Não;94;04;0409;040905;Sim
2023;6;2023-06;Guarda;Celorico da Beira;Carrapichana;Sim;59;09;0903;090304;Sim
2023;6;2023-06;Vila Real;Santa Marta de Penaguião;Louredo e Fornelos;Sim;413;17;1711;171112;Sim
2023;6;2023-06;Vila Real;Valpaços;Tinhela e Alvarelhos;Sim;101;17;1712;171235;Sim
2023;6;2023-06;Viseu;Santa Comba Dão;Ovoa e Vimieiro;Não;256;18;1814;181410;Sim
2023;6;2023-06;Vila Real;Santa Marta de Penaguião;Medrões;Não;35;17;1711;171106;Sim
2023;6;2023-06;Santarém;Benavente;Barrosa;Não;34;14;1405;140504;Sim
2023;6;2023-06;Santarém;Ourém;Seiça;Sim;753;14;1421;142113;Sim
2023;6;2023-06;Viana do Castelo;Arcos de Valdevez;Miranda;Não;276;16;1601;160121;Sim
2023;6;2023-06;Porto;Marco de Canaveses;Alpendorada, Várzea e Torrão;Sim;2631;13;1307;130732;Sim
2023;6;2023-06;Coimbra;Coimbra;Almalaguês;Sim;579;06;0603;060301;Sim
2023;6;2023-06;Viana do Castelo;Paredes de Coura;Mozelos;Não;31;16;1605;160513;Sim
2023;6;2023-06;Vila Real;Mesão Frio;Barqueiros;Não;11;17;1704;170401;Sim
2023;6;2023-06;Viseu;Tondela;Lobão da Beira;Sim;233;18;1821;182110;Sim
2023;6;2023-06;Guarda;Almeida;Freineda;Sim;82;09;0902;090209;Sim
2023;6;2023-06;Bragança;Mogadouro;Peredo da Bemposta;Não;106;04;0408;040813;Sim
2023;6;2023-06;Viana do Castelo;Caminha;Lanhelas;Não;63;16;1602;160211;Sim
2023;6;2023-06;Viseu;Vouzela;Alcofra;Sim;306;18;1824;182401;Sim
2023;6;2023-06;Braga;Póvoa de Lanhoso;Geraz do Minho;Sim;258;03;0309;030914;Sim
2023;6;2023-06;Beja;Vidigueira;Selmes;Não;69;02;0214;021402;Sim
2023;6;2023-06;Porto;Felgueiras;Unhão e Lordelo;Não;309;13;1303;130338;Sim
2023;6;2023-06;Porto;Paredes;Beire;Sim;522;13;1310;131004;Sim
2023;6;2023-06;Lisboa;Loures;Lousa;Não;107;11;1107;110708;Sim
2023;6;2023-06;Viseu;São João da Pesqueira;Vale de Figueira;Não;261;18;1815;181511;Sim
2023;6;2023-06;Viana do Castelo;Paredes de Coura;Bico e Cristelo;Não;423;16;1605;160522;Sim
2023;6;2023-06;Bragança;Vinhais;Rebordelo;Sim;342;04;0412;041219;Sim
2023;6;2023-06;Bragança;Macedo de Cavaleiros;Peredo;Não;147;04;0405;040524;Sim
2023;6;2023-06;Aveiro;Anadia;Tamengos, Aguim e Óis do Bairro;Sim;974;01;0103;010318;Sim
